Gaz ID,Feature Name,Class,County,State,Map,Elevation,Latitude,Longitude,Bgn Decision Date,Entry Date,Census Code,Census Classification Code,GSA Code,OPM Code,County FIPS Code,State FIPS Code
217952,Acalanes,Civil,Contra Costa County,California,Briones Valley,232,37.8988136,-122.1435765,None,1/19/1981,null,null,null,null,06013,06
1935005,Adin-Lookout Division,Civil,Modoc County,California,Donica Mountain,1315,41.3102402,-121.1841885,None,9/26/2001,90010,Z5,null,null,06049,06
2378252,Agoura Hills-Malibu Division,Civil,Los Angeles County,California,Point Dume,289,34.0544159,-118.7570417,None,2/11/2008,90015,Z5,null,null,06037,06
233399,Agua Caliente,Civil,Alameda County,California,Milpitas,107,37.489382,-121.9088469,None,1/19/1981,null,null,null,null,06001,06
233400,Agua Caliente,Civil,Sonoma County,California,Glen Ellen,70,38.3513019,-122.5049815,None,1/19/1981,null,null,null,null,06097,06
1934324,Agua Caliente Indian Reservation,Civil,Riverside County,California,Palm Springs,156,33.7833983,-116.5342012,None,8/7/2001,0020R,D1,null,null,06065,06
238447,Agua Hedionda,Civil,San Diego County,California,San Luis Rey,15,33.1530938,-117.2994815,None,1/19/1981,null,null,null,null,06073,06
253652,Agua Puerca y las Trances,Civil,Santa Cruz County,California,Davenport,206,37.0624486,-122.2369142,None,1/19/1981,null,null,null,null,06087,06
253994,Aguaje de la Centinella,Civil,Los Angeles County,California,Inglewood,26,33.9705686,-118.3714651,None,1/19/1981,null,null,null,null,06037,06
218019,Aguajita,Civil,Santa Cruz County,California,Soquel,4,36.9846722,-121.9938506,None,1/19/1981,null,null,null,null,06087,06
1664822,Aguajito,Civil,Monterey County,California,Seaside,200,36.5682939,-121.8713417,None,1/19/1981,null,null,null,null,06053,06
233402,Aguas Frias,Civil,Butte County,California,Llano Seco,31,39.5596068,-121.8871985,None,1/19/1981,null,null,null,null,06007,06
1675839,Alameda County,Civil,Alameda County,California,Dublin,375,37.6505111,-121.918043,None,3/20/1996,99001,H1,null,null,06001,06
1935006,Alameda Division,Civil,Alameda County,California,Oakland West,1,37.7557758,-122.2742758,None,9/26/2001,90020,Z5,null,null,06001,06
1675840,Alpine County,Civil,Alpine County,California,Ebbetts Pass,2485,38.5972506,-119.820653,None,3/20/1996,99003,H1,null,null,06003,06
1935007,Alpine Division,Civil,San Diego County,California,Alpine,589,32.8342952,-116.7587903,None,9/26/2001,90030,Z5,null,null,06073,06
1935008,Alturas Division,Civil,Modoc County,California,Big Sage Reservoir,1535,41.6180827,-120.6929641,None,9/26/2001,90040,Z5,null,null,06049,06
218194,Alturas Indian Rancheria,Civil,Modoc County,California,Alturas,1333,41.4776544,-120.5244037,None,1/19/1981,0095R,D2,null,null,06049,06
1675841,Amador County,Civil,Amador County,California,Pine Grove,738,38.4463895,-120.6511156,None,3/20/1996,99005,H1,null,null,06005,06
1935009,Anaheim-Santa Ana-Garden Grove Division,Civil,Orange County,California,Orange,61,33.8283314,-117.8591015,None,9/26/2001,90050,Z5,null,null,06059,06
1935010,Angels City Division,Civil,Calaveras County,California,Angels Camp,534,38.0257214,-120.6075736,None,9/26/2001,90060,Z5,null,null,06009,06
1935011,Angwin Division,Civil,Napa County,California,Saint Helena,529,38.5563546,-122.4248108,None,9/26/2001,90070,Z5,null,null,06055,06
1935012,Antioch-Pittsburg Division,Civil,Contra Costa County,California,Antioch North,21,38.0103887,-121.869799,None,9/26/2001,90080,Z5,null,null,06013,06
254570,Aptos,Civil,Santa Cruz County,California,Watsonville West,82,36.9810618,-121.8744004,None,1/19/1981,null,null,null,null,06087,06
1935014,Arcata Division,Civil,Humboldt County,California,Mad River Buttes,213,40.7330619,-123.8692762,None,9/26/2001,90100,Z5,null,null,06023,06
1935370,Arnold-West Point Division,Civil,Calaveras County,California,Dorrington,1797,38.3648269,-120.3457304,None,9/26/2001,90105,Z5,null,null,06009,06
233431,Arroyo Chico,Civil,Butte County,California,Richardson Springs,80,39.77155,-121.8113668,None,1/19/1981,null,null,null,null,06007,06
218396,Arroyo De La Alameda,Civil,Alameda County,California,Newark,5,37.6146559,-122.0519067,None,1/19/1981,null,null,null,null,06001,06
233432,Arroyo De La Laguna,Civil,Santa Cruz County,California,Davenport,88,37.0110608,-122.1546897,None,1/19/1981,null,null,null,null,06087,06
233433,Arroyo De Las Nueces Y Bolbones,Civil,Contra Costa County,California,Walnut Creek,63,37.9099238,-122.00385,None,1/19/1981,null,null,null,null,06013,06
218398,Arroyo Del Rodeo,Civil,Santa Cruz County,California,Soquel,21,36.971895,-121.9630156,None,1/19/1981,null,null,null,null,06087,06
238749,Arroyo Grande,Civil,San Luis Obispo County,California,Tar Spring Ridge,191,35.1960861,-120.4343287,None,1/19/1981,null,null,null,null,06079,06
1935016,Arroyo Grande Division,Civil,San Luis Obispo County,California,Nipomo,328,35.1039213,-120.4059459,None,9/26/2001,90120,Z5,null,null,06079,06
233437,Arroyo Seco,Civil,Amador County,California,Goose Creek,83,38.3499135,-121.0177201,None,1/19/1981,null,null,null,null,06005,06
238768,Arroyo Seco,Civil,Monterey County,California,Paraiso Springs,95,36.3269104,-121.2779822,None,1/19/1981,null,null,null,null,06053,06
1935017,Arvin-Lamont Division,Civil,Kern County,California,Weed Patch,115,35.1957766,-118.8910647,None,9/26/2001,90130,Z5,null,null,06029,06
269605,Asuncion,Civil,San Luis Obispo County,California,Atascadero,298,35.4574729,-120.68906,None,1/19/1981,null,null,null,null,06079,06
269608,Atascadero,Civil,San Luis Obispo County,California,Atascadero,293,35.4749726,-120.646558,None,1/19/1981,null,null,null,null,06079,06
1935018,Atascadero Division,Civil,San Luis Obispo County,California,California Valley,531,35.2645852,-120.0818085,None,9/26/2001,90140,Z5,null,null,06079,06
218451,Atlas Tract,Civil,San Joaquin County,California,Terminous,0,38.0357549,-121.382727,None,1/19/1981,null,null,null,null,06077,06
1935019,Atwater Division,Civil,Merced County,California,Winton,57,37.3880853,-120.5753471,None,9/26/2001,90150,Z5,null,null,06047,06
1935020,Auburn Division,Civil,Placer County,California,Auburn,410,38.9403662,-121.1204993,None,9/26/2001,90160,Z5,null,null,06061,06
218454,Auburn Rancheria,Civil,Placer County,California,Camp Far West,69,39.0228756,-121.3243835,None,1/19/1981,0120R,D2,null,null,06061,06
238830,Augustine Reservation,Civil,Riverside County,California,Indio,-25,33.6498631,-116.1912022,None,1/19/1981,0125R,D2,null,null,06065,06
218465,Ausaymas Y San Felipe,Civil,Santa Clara County,California,Three Sisters,258,36.965782,-121.3596544,None,1/19/1981,null,null,null,null,06085,06
1935021,Avenal Division,Civil,Kings County,California,Kettleman Plain,232,35.9043144,-120.0817411,None,9/26/2001,90170,Z5,null,null,06031,06
238861,Azusa,Civil,Los Angeles County,California,Azusa,140,34.1322294,-117.9856209,None,1/19/1981,null,null,null,null,06037,06
1935022,Bakersfield Division,Civil,Kern County,California,Oil Center,238,35.413069,-118.9612558,None,9/26/2001,90180,Z5,null,null,06029,06
238943,Ballona,Civil,Los Angeles County,California,Beverly Hills,29,34.0094556,-118.430356,None,1/19/1981,null,null,null,null,06037,06
255962,Barona Reservation,Civil,San Diego County,California,El Cajon Mountain,474,32.9520689,-116.8468547,None,10/1/1992,0155R,D1,null,null,06073,06
2583189,Barstow Division,Civil,San Bernardino County,California,Water Valley,619,35.0057029,-117.2454106,None,3/31/2010,90188,Z5,null,null,06071,06
2804907,Bayview Division,Civil,San Francisco County,California,San Francisco South,16,37.7290666,-122.3827095,None,11/5/2019,90195,Z5,null,null,06075,06
219048,Bennett Tract,Civil,Santa Clara County,California,San Jose West,30,37.3396639,-121.9669025,None,1/19/1981,null,null,null,null,06085,06
2419307,Benton Paiute Reservation,Civil,Mono County,California,Benton Hot Springs,1743,37.7894148,-118.5219862,None,4/11/2008,0185R,D2,null,null,06051,06
1935024,Berkeley Division,Civil,Alameda County,California,Oakland West,4,37.8707076,-122.3060361,None,9/26/2001,90200,Z5,null,null,06001,06
256849,Berry Creek Rancheria,Civil,Butte County,California,Oroville,131,39.5023989,-121.5067981,None,1/19/1981,0200R,D1,null,null,06007,06
1935026,Big Bear Division,Civil,San Bernardino County,California,Big Bear Lake,1921,34.2056977,-116.9174715,None,9/26/2001,90220,Z5,null,null,06071,06
256889,Big Bend Rancheria,Civil,Shasta County,California,Big Bend,531,41.0264206,-121.9188956,None,1/19/1981,0215R,D2,null,null,06089,06
219211,Big Lagoon Rancheria,Civil,Humboldt County,California,Rodgers Peak,7,41.1642587,-124.120788,None,1/19/1981,0240R,D2,null,null,06023,06
256983,Big Pine Reservation,Civil,Inyo County,California,Big Pine,1215,37.1593677,-118.2846586,None,1/19/1981,0250R,D1,null,null,06027,06
1667416,Big Sandy Rancheria,Civil,Fresno County,California,Auberry,746,37.0853357,-119.4655311,None,6/1/1995,0265R,D1,null,null,06019,06
1935058,Big Sur Division,Civil,Monterey County,California,Partington Ridge,640,36.2166666,-121.7257296,None,9/26/2001,90235,Z5,null,null,06053,06
257036,Big Tree,Civil,Mariposa County,California,Mariposa Grove,1892,37.5099375,-119.6020963,None,1/19/1981,null,null,null,null,06043,06
1935028,Big Valley Division,Civil,Lassen County,California,Dixie Peak,1640,40.9271071,-121.066937,None,9/26/2001,90240,Z5,null,null,06035,06
219277,Big Valley Rancheria,Civil,Lake County,California,Lakeport,406,39.020365,-122.8871413,None,1/19/1981,0275R,D2,null,null,06033,06
1935027,Biggs Division,Civil,Butte County,California,West of Biggs,28,39.4530822,-121.774671,None,9/26/2001,90230,Z5,null,null,06007,06
1935029,Bishop Division,Civil,Inyo County,California,Bishop,1291,37.3297217,-118.4054421,None,9/26/2001,90250,Z5,null,null,06027,06
264455,Bishop Reservation,Civil,Inyo County,California,Bishop,1289,37.3660368,-118.4226546,None,6/14/2000,0290R,D2,null,null,06027,06
219331,Bishop Tract,Civil,San Joaquin County,California,Terminous,0,38.059643,-121.4024497,None,1/19/1981,null,null,null,null,06077,06
219479,Blucher,Civil,Sonoma County,California,Two Rock,74,38.284639,-122.8438822,None,1/19/1981,null,null,null,null,06097,06
2419316,Blue Lake Rancheria,Civil,Humboldt County,California,Blue Lake,25,40.884854,-123.9997855,None,4/11/2008,0325R,D1,null,null,06023,06
1935242,Blythe Division,Civil,Riverside County,California,Ripley,79,33.5626622,-114.6335439,None,9/26/2001,90253,Z5,null,null,06065,06
239526,Boca De La Playa,Civil,Orange County,California,Dana Point,163,33.4678052,-117.6450499,None,1/19/1981,null,null,null,null,06059,06
239527,Boca De Santa Monica,Civil,Los Angeles County,California,Topanga,149,34.0522306,-118.5498045,None,1/19/1981,null,null,null,null,06037,06
219573,Bodega,Civil,Sonoma County,California,Duncans Mills,124,38.3901933,-123.0380566,None,1/19/1981,null,null,null,null,06097,06
233528,Boga,Civil,Sutter County,California,Gridley,26,39.3082227,-121.6510815,None,1/19/1981,null,null,null,null,06101,06
1935324,Bolinas Division,Civil,Marin County,California,Bolinas,-17,37.8779396,-122.6398766,None,9/26/2001,90256,Z5,null,null,06041,06
219613,Bolsa De Las Escorpinas,Civil,Monterey County,California,Salinas,39,36.748014,-121.6585575,None,1/19/1981,null,null,null,null,06053,06
219614,Bolsa De San Cayetano,Civil,Monterey County,California,Moss Landing,52,36.866621,-121.7721728,None,1/19/1981,null,null,null,null,06053,06
219615,Bolsa De San Felipe,Civil,San Benito County,California,San Felipe,62,36.9043964,-121.4129909,None,1/19/1981,null,null,null,null,06069,06
233532,Bolsa Del Pajaro,Civil,Santa Cruz County,California,Watsonville West,4,36.8916203,-121.791896,None,1/19/1981,null,null,null,null,06087,06
219616,Bolsa Del Potrero Y Moro Cojo or La Sagrada Familia,Civil,Monterey County,California,Moss Landing,4,36.7516241,-121.7699499,None,1/19/1981,null,null,null,null,06053,06
219617,Bolsa Nueva Y Moro Cojo,Civil,Monterey County,California,Prunedale,86,36.806623,-121.6885584,None,1/19/1981,null,null,null,null,06053,06
269952,Bolsa de Chamisal,Civil,San Luis Obispo County,California,Oceano,71,35.0741429,-120.5907256,1/1/1965,1/19/1981,null,null,null,null,06079,06
1935013,Borrego Springs Division,Civil,San Diego County,California,Whale Peak,586,33.1171158,-116.2903092,None,9/26/2001,90258,Z5,null,null,06073,06
233536,Bosquejo,Civil,Butte County,California,Foster Island,50,39.8321034,-122.0313717,None,1/19/1981,null,null,null,null,06007,06
219753,Brack Tract,Civil,San Joaquin County,California,Thornton,-1,38.1554733,-121.4632848,None,1/19/1981,null,null,null,null,06077,06
1935030,Brawley Division,Civil,Imperial County,California,Alamorio,-42,32.9810968,-115.4711441,None,9/26/2001,90260,Z5,null,null,06025,06
2419320,Bridgeport Reservation,Civil,Mono County,California,Bridgeport,1989,38.2664655,-119.2174317,None,4/11/2008,0350R,D2,null,null,06051,06
1935031,Briones Division,Civil,Contra Costa County,California,Briones Valley,126,37.9571072,-122.2010335,None,9/26/2001,90270,Z5,null,null,06013,06
220075,Buena Vista,Civil,Monterey County,California,Spreckels,81,36.6046826,-121.6560564,None,1/19/1981,null,null,null,null,06053,06
239791,Buena Vista,Civil,San Diego County,California,San Marcos,133,33.1978147,-117.2292017,None,1/19/1981,null,null,null,null,06073,06
856590,Buena Vista Mining District,Civil,Esmeralda County,Nevada,Mount Montgomery,2796,37.8846527,-118.3209513,None,5/1/1991,null,null,null,null,32009,32
233579,Buri Buri,Civil,San Mateo County,California,Montara Mountain,82,37.5968804,-122.4085838,None,1/19/1981,null,null,null,null,06081,06
233583,Butano,Civil,San Mateo County,California,Franklin Point,57,37.233278,-122.370529,None,1/19/1981,null,null,null,null,06081,06
1675842,Butte County,Civil,Butte County,California,Cherokee,251,39.6669294,-121.6006717,None,3/20/1996,99007,H1,null,null,06007,06
1935033,Butte Valley Division,Civil,Siskiyou County,California,Sheep Mountain,1293,41.8596639,-121.9404318,None,9/26/2001,90290,Z5,null,null,06093,06
1935034,Buttonwillow Division,Civil,Kern County,California,Buttonwillow,91,35.3960794,-119.4190455,None,9/26/2001,90300,Z5,null,null,06029,06
220335,Byron Tract,Civil,Contra Costa County,California,Woodward Island,3,37.8874252,-121.5907842,None,1/19/1981,null,null,null,null,06013,06
1985192,Cabazon Reservation,Civil,Riverside County,California,Mecca,-52,33.5910164,-116.0872387,None,2/25/2003,0415R,D2,null,null,06065,06
220338,Cabeza De Santa Rosa,Civil,Sonoma County,California,Santa Rosa,56,38.4482449,-122.70332,None,1/19/1981,null,null,null,null,06097,06
255958,Cabezon Indian Reservation,Civil,Riverside County,California,Keys View,736,33.875292,-116.1966724,1/1/1903,10/1/1992,null,null,null,null,06065,06
239986,Cahuenga,Civil,Los Angeles County,California,Burbank,162,34.1600066,-118.3261886,None,1/19/1981,null,null,null,null,06037,06
270144,Cahuilla Reservation,Civil,Riverside County,California,Anza,1137,33.5202376,-116.711756,None,1/19/1981,0435R,D2,null,null,06065,06
1675885,Calaveras County,Civil,Calaveras County,California,Calaveritas,669,38.2046068,-120.5541321,None,3/20/1996,99009,H1,null,null,06009,06
1935036,Calexico Division,Civil,Imperial County,California,Calexico,0,32.6957491,-115.495339,None,9/26/2001,90320,Z5,null,null,06025,06
1935037,Calipatria-Westmorland Division,Civil,Imperial County,California,Niland,-65,33.1657499,-115.5738727,None,9/26/2001,90330,Z5,null,null,06025,06
1935038,Calistoga Division,Civil,Napa County,California,Detert Reservoir,860,38.6258887,-122.5534842,None,9/26/2001,90340,Z5,null,null,06055,06
240042,Calleguas,Civil,Ventura County,California,Newbury Park,40,34.2208381,-118.9801003,None,1/19/1981,null,null,null,null,06111,06
1935039,Camarillo Division,Civil,Ventura County,California,Camarillo,23,34.1930849,-119.0484331,None,9/26/2001,90350,Z5,null,null,06111,06
1935249,Camp Pendleton Division,Civil,San Diego County,California,Las Pulgas Canyon,150,33.3466375,-117.4329893,None,9/26/2001,90355,Z5,null,null,06073,06
233619,Campo De Los Franceses,Civil,San Joaquin County,California,Stockton East,9,37.9485352,-121.2499453,None,1/19/1981,null,null,null,null,06077,06
270242,Campo Indian Reservation,Civil,San Diego County,California,Live Oak Springs,1088,32.6736519,-116.3632478,None,1/19/1981,0450R,D2,null,null,06073,06
220528,Canada De Verde Y Arroyo De La Purisima,Civil,San Mateo County,California,Half Moon Bay,102,37.4021635,-122.3838621,None,1/19/1981,null,null,null,null,06081,06
220529,Canada Del Hambre Y Las Bolsas,Civil,Contra Costa County,California,Benicia,207,38.0332546,-122.204412,None,1/19/1981,null,null,null,null,06013,06
220536,Canada Del Rincon En El Rio San Lorenzo De Santa Cruz,Civil,Santa Cruz County,California,Felton,217,37.026338,-122.0621862,None,1/19/1981,null,null,null,null,06087,06
240185,Canada Larga o Verde,Civil,Ventura County,California,Ventura,257,34.3522208,-119.2712229,None,1/19/1981,null,null,null,null,06111,06
220532,Canal Ranch,Civil,San Joaquin County,California,Thornton,1,38.1840836,-121.4546737,None,1/19/1981,null,null,null,null,06077,06
240204,Canon Del Santa Aña,Civil,Orange County,California,Yorba Linda,141,33.8839039,-117.7920006,None,1/19/1981,null,null,null,null,06059,06
240221,Capay,Civil,Glenn County,California,Foster Island,54,39.766548,-122.0677602,None,1/19/1981,null,null,null,null,06021,06
240225,Capitan Grande Reservation,Civil,San Diego County,California,El Cajon Mountain,668,32.9139681,-116.7552993,None,1/19/1981,0495R,D2,null,null,06073,06
1935041,Carmel Valley Division,Civil,Monterey County,California,Carmel Valley,275,36.406408,-121.6697778,None,9/26/2001,90370,Z5,null,null,06053,06
1935040,Carmel-by-the-Sea Division,Civil,Monterey County,California,Monterey,162,36.5099359,-121.8909503,None,9/26/2001,90362,Z5,null,null,06053,06
220621,Carne Humana,Civil,Napa County,California,Calistoga,107,38.5821296,-122.5594269,None,1/19/1981,null,null,null,null,06055,06
1935042,Carpinteria Division,Civil,Santa Barbara County,California,Carpinteria,71,34.4181611,-119.5253834,None,9/26/2001,90378,Z5,null,null,06083,06
1935043,Caruthers-Raisin City Division,Civil,Fresno County,California,Raisin,68,36.5710595,-119.9197412,None,9/26/2001,90390,Z5,null,null,06019,06
220674,Caslamayomi,Civil,Sonoma County,California,Asti,338,38.7949066,-122.9272196,None,1/19/1981,null,null,null,null,06097,06
240318,Casmalia,Civil,Santa Barbara County,California,Casmalia,153,34.8560905,-120.5732247,None,1/19/1981,null,null,null,null,06083,06
270332,Castac,Civil,Kern County,California,Pastoria Creek,1193,34.8963628,-118.8656528,None,1/19/1981,null,null,null,null,06029,06
1935044,Castroville Division,Civil,Monterey County,California,Moss Landing,0,36.7746961,-121.8249164,None,9/26/2001,90400,Z5,null,null,06053,06
220720,Catacula,Civil,Napa County,California,Chiles Valley,316,38.5351855,-122.3219215,None,1/19/1981,null,null,null,null,06055,06
1935045,Cathedral City-Palm Desert Division,Civil,Riverside County,California,Rancho Mirage,64,33.7402763,-116.4035291,None,9/26/2001,90410,Z5,null,null,06065,06
233645,Caymus,Civil,Napa County,California,Rutherford,43,38.4543544,-122.4008118,None,1/19/1981,null,null,null,null,06055,06
255075,Cañada De Capay,Civil,Yolo County,California,Guinda,105,38.8112901,-122.1838632,None,1/19/1981,null,null,null,null,06113,06
220525,Cañada De Guadalupe Visitacion Y Rodeo Vie,Civil,San Mateo County,California,San Francisco South,334,37.6882661,-122.433861,None,1/19/1981,null,null,null,null,06081,06
220526,Cañada De Guadalupe Y Rodeo Viejo,Civil,San Francisco County,California,San Francisco South,20,37.7127094,-122.4046934,None,1/19/1981,null,null,null,null,06075,06
233622,Cañada De Herrera,Civil,Marin County,California,Novato,93,38.0004785,-122.5985915,None,1/19/1981,null,null,null,null,06041,06
233623,Cañada De Jonive,Civil,Sonoma County,California,Sebastopol,56,38.3926922,-122.8719383,None,1/19/1981,null,null,null,null,06097,06
240178,Cañada De La Segunda,Civil,Monterey County,California,Monterey,125,36.5549609,-121.8877311,None,1/19/1981,null,null,null,null,06053,06
270265,Cañada De Los Alisos,Civil,Orange County,California,Lake Forest,194,33.6530771,-117.6783843,None,1/19/1981,null,null,null,null,06059,06
233624,Cañada De Los Capitancillos,Civil,Santa Clara County,California,Los Gatos,83,37.2293886,-121.8935656,None,1/19/1981,null,null,null,null,06085,06
240179,Cañada De Los Coches,Civil,San Diego County,California,El Cajon,166,32.8375504,-116.9019702,None,1/19/1981,null,null,null,null,06073,06
240180,Cañada De Los Nogales,Civil,Los Angeles County,California,Los Angeles,139,34.1072316,-118.2322961,None,1/19/1981,null,null,null,null,06037,06
270266,Cañada De Los Osos Y Pecho Y Islay,Civil,San Luis Obispo County,California,Morro Bay South,144,35.2899748,-120.8132332,None,1/19/1981,null,null,null,null,06079,06
270267,Cañada De Los Pinos Or College Rancho,Civil,Santa Barbara County,California,Los Olivos,270,34.6474864,-120.0359775,None,1/19/1981,null,null,null,null,06083,06
233625,Cañada De Los Vaqueros,Civil,Contra Costa County,California,Byron Hot Springs,290,37.8099268,-121.7010632,None,1/19/1981,null,null,null,null,06013,06
233626,Cañada De Pala,Civil,Santa Clara County,California,Lick Observatory,645,37.3449397,-121.7016152,None,1/19/1981,null,null,null,null,06085,06
220527,Cañada De Pogolimi,Civil,Sonoma County,California,Valley Ford,41,38.331027,-122.8802725,None,1/19/1981,null,null,null,null,06097,06
233627,Cañada De Raymundo,Civil,San Mateo County,California,Woodside,371,37.4429948,-122.3035802,None,1/19/1981,null,null,null,null,06081,06
240182,Cañada De Salsipuedes,Civil,Santa Barbara County,California,Lompoc Hills,195,34.6088732,-120.4001602,None,1/19/1981,null,null,null,null,06083,06
233628,Cañada De San Felipe Y Las Animas,Civil,Santa Clara County,California,Morgan Hill,255,37.2052211,-121.6555012,None,1/19/1981,null,null,null,null,06085,06
240135,Cañada De San Miguelito,Civil,Ventura County,California,Ventura,235,34.3249991,-119.3267804,None,1/19/1981,null,null,null,null,06111,06
270268,Cañada De San Vicente Y Mesa Del Padre Barona,Civil,San Diego County,California,El Cajon Mountain,499,32.9772688,-116.8575262,None,1/19/1981,null,null,null,null,06073,06
233629,Cañada Del Corte De Madera,Civil,San Mateo County,California,Palo Alto,171,37.3891066,-122.2219105,1/1/1965,1/19/1981,null,null,null,null,06081,06
233630,Cañada Del Hambre Y Las Bolsas,Civil,Contra Costa County,California,Walnut Creek,253,37.9304793,-122.1041309,None,1/19/1981,null,null,null,null,06013,06
240137,Cañada de la Carpenteria,Civil,Monterey County,California,Prunedale,39,36.8541215,-121.6435568,None,1/19/1981,null,null,null,null,06053,06
240162,Cañada del Corral,Civil,Santa Barbara County,California,Tajiguas,152,34.4847131,-120.0337537,None,1/19/1981,null,null,null,null,06083,06
220808,Cedarville Rancheria,Civil,Modoc County,California,Cedarville,1435,41.5266639,-120.18317,None,1/19/1981,0555R,D1,null,null,06049,06
1935046,Central Coast Division,Civil,Orange County,California,Newport Beach OE S,25,33.6144769,-117.8875098,None,9/26/2001,90420,Z5,null,null,06059,06
1935047,Central Colusa Division,Civil,Colusa County,California,Williams,28,39.1284028,-122.1279708,None,9/26/2001,90430,Z5,null,null,06011,06
1935048,Central Contra Costa Division,Civil,Contra Costa County,California,Walnut Creek,63,37.901919,-122.0392183,None,9/26/2001,90440,Z5,null,null,06013,06
1935049,Central Shasta Division,Civil,Shasta County,California,Whitmore,820,40.7371067,-121.9176668,None,9/26/2001,90450,Z5,null,null,06089,06
255956,Chemehuevi Reservation,Civil,San Bernardino County,California,Lake Havasu City South,326,34.4117714,-114.355899,None,10/1/1992,0585R,D2,null,null,06071,06
1935050,Chester Division,Civil,Plumas County,California,Chester,1372,40.2724053,-121.2357019,None,9/26/2001,90460,Z5,null,null,06063,06
2419337,Chicken Ranch Rancheria,Civil,Tuolumne County,California,Sonora,431,37.927974,-120.4491422,None,4/11/2008,0620R,D1,null,null,06109,06
1935051,Chico Division,Civil,Butte County,California,Nord,47,39.7711687,-121.9196306,None,9/26/2001,90470,Z5,null,null,06007,06
220997,Chimiles,Civil,Napa County,California,Capell Valley,172,38.3799113,-122.1619159,None,1/19/1981,null,null,null,null,06055,06
240575,Cholame,Civil,Monterey County,California,Cholame Valley,413,35.8007982,-120.3179271,None,1/19/1981,null,null,null,null,06053,06
1935052,Chowchilla Division,Civil,Madera County,California,Berenda,71,37.0831859,-120.2492569,None,9/26/2001,90480,Z5,null,null,06039,06
233676,Chualar,Civil,Monterey County,California,Gonzales,116,36.5824618,-121.4621601,None,1/19/1981,null,null,null,null,06053,06
1935053,Chuckwalla Valley Division,Civil,Riverside County,California,East of Victory Pass,176,33.779593,-115.3565132,None,9/26/2001,90492,Z5,null,null,06065,06
221107,Cienega De Los Paicines,Civil,San Benito County,California,Paicines,189,36.7157933,-121.2977085,None,1/19/1981,null,null,null,null,06069,06
233679,Cienega Del Gabilan,Civil,San Benito County,California,Mount Harlan,631,36.7416266,-121.4843852,None,1/19/1981,null,null,null,null,06069,06
255476,Cienega O Paso De La Tijera,Civil,Los Angeles County,California,Hollywood,128,34.0011238,-118.3511872,1/1/1965,1/19/1981,null,null,null,null,06037,06
240644,City Lands of Los Angeles,Civil,Los Angeles County,California,Los Angeles,88,34.0580672,-118.2303511,None,1/19/1981,null,null,null,null,06037,06
221132,City Lands of Monterey,Civil,Monterey County,California,Seaside,49,36.5882935,-121.8599525,None,1/19/1981,null,null,null,null,06053,06
221131,City Lands of Monterey,Civil,Monterey County,California,Moss Landing,2,36.8010671,-121.7888399,None,1/19/1981,null,null,null,null,06053,06
2409663,City of Adelanto,Civil,San Bernardino County,California,Adelanto,874,34.5813959,-117.4396913,None,3/11/2008,00296,C1,null,null,06071,06
2409666,City of Agoura Hills,Civil,Los Angeles County,California,Thousand Oaks,291,34.1510035,-118.760878,None,3/11/2008,00394,C1,null,null,06037,06
2409669,City of Alameda,Civil,Alameda County,California,Oakland West,1,37.7557758,-122.2742758,None,3/11/2008,00562,C1,null,null,06001,06
2409674,City of Albany,Civil,Alameda County,California,Richmond,0,37.8846436,-122.3290482,None,3/11/2008,00674,C1,null,null,06001,06
2409681,City of Alhambra,Civil,Los Angeles County,California,Los Angeles,141,34.0839736,-118.1355139,None,3/11/2008,00884,C1,null,null,06037,06
2409683,City of Aliso Viejo,Civil,Orange County,California,San Juan Capistrano,146,33.5792121,-117.7288984,None,3/11/2008,00947,C1,null,null,06059,06
2409688,City of Alturas,Civil,Modoc County,California,Alturas,1331,41.4897582,-120.5515527,None,3/11/2008,01444,C1,null,null,06049,06
2409693,City of Amador City,Civil,Amador County,California,Amador City,295,38.4189949,-120.8232598,None,3/11/2008,01514,C1,null,null,06005,06
2409695,City of American Canyon,Civil,Napa County,California,Cuttings Wharf,18,38.1796617,-122.2583577,None,3/11/2008,01640,C1,null,null,06055,06
2409704,City of Anaheim,Civil,Orange County,California,Anaheim,41,33.8252093,-117.9317038,None,3/11/2008,02000,C1,null,null,06059,06
2409706,City of Anderson,Civil,Shasta County,California,Cottonwood,130,40.449663,-122.2950281,None,3/11/2008,02042,C1,null,null,06089,06
2409709,City of Angels,Civil,Calaveras County,California,Angels Camp,476,38.0706893,-120.5501372,None,3/11/2008,02112,C1,null,null,06009,06
2409715,City of Antioch,Civil,Contra Costa County,California,Antioch South,72,37.9786912,-121.7959902,None,3/11/2008,02252,C1,null,null,06013,06
2409722,City of Arcadia,Civil,Los Angeles County,California,Mount Wilson,136,34.1341857,-118.0372977,None,3/11/2008,02462,C1,null,null,06037,06
2409723,City of Arcata,Civil,Humboldt County,California,Arcata South,4,40.8616695,-124.075235,None,3/11/2008,02476,C1,null,null,06023,06
2409734,City of Arroyo Grande,Civil,San Luis Obispo County,California,Oceano,68,35.1241495,-120.5845326,None,3/11/2008,02868,C1,null,null,06079,06
2409735,City of Artesia,Civil,Los Angeles County,California,Los Alamitos,17,33.8675915,-118.0806341,None,3/11/2008,02896,C1,null,null,06037,06
2409738,City of Arvin,Civil,Kern County,California,Arvin,128,35.1943622,-118.8305688,None,3/11/2008,02924,C1,null,null,06029,06
